# code,annotations_organism,cog_taxid,no rank,superkingdom,phylum,class,order,family,genus,species,taxid,clade,strain,subspecies,species group,subphylum,suborder,subclass,isolate,subfamily,forma specialis,serotype,serogroup,tribe
Sulaut,Sulfurimonas autotrophica DSM 16294,563040,cellular organisms,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas autotrophica,563040,,Sulfurimonas autotrophica DSM 16294,,,delta/epsilon subdivisions,,,,,,,,
Sulazo,Sulfurihydrogenibium azorense Az-Fu1,204536,cellular organisms,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Sulfurihydrogenibium azorense,204536,,Sulfurihydrogenibium azorense Az-Fu1,,,,,,,,,,,
Sulbar,Sulfurospirillum barnesii SES-3,760154,cellular organisms,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum barnesii,760154,,Sulfurospirillum barnesii SES-3,,,delta/epsilon subdivisions,,,,,,,,
Sulden,Sulfuricella denitrificans skB26,1163617,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfuricella,Sulfuricella denitrificans,1163617,,Sulfuricella denitrificans skB26,,,,,,,,,,,
Sulkuj,Sulfuricurvum kujiense DSM 16994,709032,cellular organisms,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,Sulfuricurvum kujiense,709032,,Sulfuricurvum kujiense DSM 16994,,,delta/epsilon subdivisions,,,,,,,,
Sulmue,Candidatus Sulcia muelleri CARI,706194,Flavobacteriales incertae sedis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia,Candidatus Sulcia muelleri,706194,Bacteroidetes/Chlorobi group,Candidatus Sulcia muelleri CARI,,,,,,,,,,,
Sulnbc,Sulfurovum sp. NBC37-1,387093,unclassified Sulfurovum,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp. NBC37-1,387093,,,,,delta/epsilon subdivisions,,,,,,,,
Sulsol,Saccharolobus solfataricus P2,273057,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus,273057,TACK group,Saccharolobus solfataricus P2,,,,,,,,,,,
Symthe,Symbiobacterium thermophilum IAM 14863,292459,cellular organisms,Bacteria,Firmicutes,Clostridia,Eubacteriales,Symbiobacteriaceae,Symbiobacterium,Symbiobacterium thermophilum,292459,Terrabacteria group,Symbiobacterium thermophilum IAM 14863,,,,,,,,,,,
Synaci,Syntrophus aciditrophicus SB,56780,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,Syntrophus aciditrophicus,56780,,Syntrophus aciditrophicus SB,,,delta/epsilon subdivisions,,,,,,,,
Syndia,Candidatus Profftella armatura,669502,Betaproteobacteria incertae sedis,Bacteria,Proteobacteria,Betaproteobacteria,,,Candidatus Profftella,Candidatus Profftella armatura,669502,,,,,,,,,,,,,
Synfum,Syntrophobacter fumaroxidans MPOB,335543,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,335543,,Syntrophobacter fumaroxidans MPOB,,,delta/epsilon subdivisions,,,,,,,,
Syngly,Syntrophobotulus glycolicus DSM 8271,645991,cellular organisms,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Syntrophobotulus,Syntrophobotulus glycolicus,645991,Terrabacteria group,Syntrophobotulus glycolicus DSM 8271,,,,,,,,,,,
Synlip,Syntrophothermus lipocalidus DSM 12680,643648,cellular organisms,Bacteria,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophothermus,Syntrophothermus lipocalidus,643648,Terrabacteria group,Syntrophothermus lipocalidus DSM 12680,,,,,,,,,,,
Synp01,Synechocystis sp. PCC 6803,1148,unclassified Synechocystis,Bacteria,Cyanobacteria,,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6803,1148,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,
Synpcc,Synechococcus sp. PCC 6312,195253,unclassified Synechococcus,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 6312,195253,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,
Synsgp,Fretibacterium fastidiosum,651822,cellular organisms,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium,Fretibacterium fastidiosum,651822,,,,,,,,,,,,,
Synwol,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,335541,cellular organisms,Bacteria,Firmicutes,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophomonas,Syntrophomonas wolfei,335541,Terrabacteria group,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,Syntrophomonas wolfei subsp. wolfei,,,,,,,,,,
Tanfor,Tannerella forsythia 92A2,203275,cellular organisms,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia,203275,Bacteroidetes/Chlorobi group,Tannerella forsythia 92A2,,,,,,,,,,,
Tayequ,Taylorella equigenitalis MCE9,937774,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,Taylorella equigenitalis,937774,,Taylorella equigenitalis MCE9,,,,,,,,,,,
Tepace,Tepidanaerobacter acetatoxydans Re1,1209989,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermosediminibacterales,Tepidanaerobacteraceae,Tepidanaerobacter,Tepidanaerobacter acetatoxydans,1209989,Terrabacteria group,Tepidanaerobacter acetatoxydans Re1,,,,,,,,,,,
Terros,Terriglobus roseus DSM 18391,926566,cellular organisms,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus,926566,,Terriglobus roseus DSM 18391,,,,,,,,,,,
Terrsd,uncultured Termite group 1 bacterium phylotype Rs-D17,471821,cellular organisms,Bacteria,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,Candidatus Endomicrobium trichonymphae,471821,,,,,,,,,,,,,
Tertur,Teredinibacter turnerae T7901,377629,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter turnerae,377629,,Teredinibacter turnerae T7901,,,,,,,,,,,
Tethal,Tetragenococcus halophilus NBRC 12172,945021,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus halophilus,945021,Terrabacteria group,Tetragenococcus halophilus NBRC 12172,,,,,,,,,,,
Thal2_,Candidatus Endolissoclinum faulkneri L2,1193729,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Candidatus Endolissoclinum,Candidatus Endolissoclinum faulkneri,1193729,,Candidatus Endolissoclinum faulkneri L2,,,,,,,,,,,
Thamz1,Thauera sp. MZ1T,85643,unclassified Thauera,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera sp. MZ1T,85643,,,,,,,,,,,,,
Thaole,Thalassolituus oleivorans MIL-1,1298593,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus oleivorans,1298593,,Thalassolituus oleivorans MIL-1,,,,,,,,,,,
The163,Thermogladius calderae 1633,1184251,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermogladius,Thermogladius calderae,1184251,TACK group,Thermogladius calderae 1633,,,,,,,,,,,
The191,Thermofilum adornatum,1365176,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Thermofilum adornatum,1365176,TACK group,,,,,,,,,,,,
Thea01,Thermanaerovibrio acidaminovorans DSM 6589,525903,cellular organisms,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio,Thermanaerovibrio acidaminovorans,525903,,Thermanaerovibrio acidaminovorans DSM 6589,,,,,,,,,,,
Theaci,Thermoplasma acidophilum DSM 1728,273075,cellular organisms,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma acidophilum,273075,,Thermoplasma acidophilum DSM 1728,,,,,,,,,,,
Theafr,Thermosipho africanus TCF52B,484019,cellular organisms,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,Thermosipho africanus,484019,,Thermosipho africanus TCF52B,,,,,,,,,,,
Theagg,Thermosphaera aggregans DSM 11486,633148,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermosphaera,Thermosphaera aggregans,633148,TACK group,Thermosphaera aggregans DSM 11486,,,,,,,,,,,
Thealb,Thermocrinis albus DSM 14484,638303,cellular organisms,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis albus,638303,,Thermocrinis albus DSM 14484,,,,,,,,,,,
Theamm,Thermovibrio ammonificans HB-1,648996,cellular organisms,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,Thermovibrio ammonificans,648996,,Thermovibrio ammonificans HB-1,,,,,,,,,,,
Thebis,Thermobispora bispora DSM 43833,469371,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Thermobispora,Thermobispora bispora,469371,Terrabacteria group,Thermobispora bispora DSM 43833,,,,,,,,,,,
Thebrn,Thermoplasmatales archaeon BRNA1,1054217,unclassified Thermoplasmatales,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,,,Thermoplasmatales archaeon BRNA1,1054217,,,,,,,,,,,,,
Thecom,Thermobacillus composti KWC4,717605,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus,Thermobacillus composti,717605,Terrabacteria group,Thermobacillus composti KWC4,,,,,,,,,,,
Thecur,Thermomonospora curvata DSM 43183,471852,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae,Thermomonospora,Thermomonospora curvata,471852,Terrabacteria group,Thermomonospora curvata DSM 43183,,,,,,,,,,,
Theelo,Thermosynechococcus elongatus BP-1,197221,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Thermosynechococcus,Thermosynechococcus elongatus,197221,Cyanobacteria/Melainabacteria group,Thermosynechococcus elongatus BP-1,,,,,,,,,,,
Thefus,Thermobifida fusca YX,269800,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Thermobifida,Thermobifida fusca,269800,Terrabacteria group,Thermobifida fusca YX,,,,,,,,,,,
Theind,Thermodesulfatator indicus DSM 15286,667014,cellular organisms,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,Thermodesulfatator indicus,667014,,Thermodesulfatator indicus DSM 15286,,,,,,,,,,,
Thekod,Thermococcus kodakarensis KOD1,69014,cellular organisms,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,69014,,Thermococcus kodakarensis KOD1,,,,,,,,,,,
Thelie,Thermovirga lienii DSM 17291,580340,cellular organisms,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga,Thermovirga lienii,580340,,Thermovirga lienii DSM 17291,,,,,,,,,,,
Them01,Thermaerobacter marianensis DSM 12885,644966,Eubacteriales incertae sedis,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Thermaerobacter marianensis,644966,Terrabacteria group,Thermaerobacter marianensis DSM 12885,,,,,,,,,,,
Themar,Thermotoga maritima MSB8,243274,cellular organisms,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,243274,,Thermotoga maritima MSB8,,,,,,,,,,,
Thenar,Thermodesulfobium narugense DSM 14796,747365,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,Thermodesulfobium narugense,747365,Terrabacteria group,Thermodesulfobium narugense DSM 14796,,,,,,,,,,,
Theoce,Thermosediminibacter oceani DSM 16646,555079,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,Thermosediminibacter,Thermosediminibacter oceani,555079,Terrabacteria group,Thermosediminibacter oceani DSM 16646,,,,,,,,,,,
Theopb,Thermodesulfobacterium geofontis OPF15,795359,cellular organisms,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacterium geofontis,795359,,Thermodesulfobacterium geofontis OPF15,,,,,,,,,,,
Thepha,Thermacetogenium phaeum DSM 12270,1089553,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,Thermacetogenium phaeum,1089553,Terrabacteria group,Thermacetogenium phaeum DSM 12270,,,,,,,,,,,
Thepot,Thermincola potens JR,635013,cellular organisms,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Thermincola,Thermincola potens,635013,Terrabacteria group,Thermincola potens JR,,,,,,,,,,,
Theros,Thermomicrobium roseum DSM 5159,309801,cellular organisms,Bacteria,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium,Thermomicrobium roseum,309801,Terrabacteria group,Thermomicrobium roseum DSM 5159,,,,,,,,,,,
Thet01,Caldanaerobacter subterraneus subsp. tengcongensis MB4,273068,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobacter,Caldanaerobacter subterraneus,273068,Terrabacteria group,Caldanaerobacter subterraneus subsp. tengcongensis MB4,Caldanaerobacter subterraneus subsp. tengcongensis,,,,,,,,,,
Thet02,Thermoanaerobacterium thermosaccharolyticum M0795,698948,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterium,Thermoanaerobacterium thermosaccharolyticum,698948,Terrabacteria group,Thermoanaerobacterium thermosaccharolyticum M0795,,,,,,,,,,,
Theten,Thermoproteus tenax Kra 1,768679,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus tenax,768679,TACK group,Thermoproteus tenax Kra 1,,,,,,,,,,,
Theter,Thermobaculum terrenum ATCC BAA-798,525904,Chloroflexi incertae sedis,Bacteria,Chloroflexi,,,,Thermobaculum,Thermobaculum terrenum,525904,Terrabacteria group,Thermobaculum terrenum ATCC BAA-798,,,,,,,,,,,
Thethe,Thermus thermophilus HB8,300852,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,300852,Terrabacteria group,Thermus thermophilus HB8,,,,,,,,,,,
Thevol,Thermoplasma volcanium GSS1,273116,cellular organisms,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium,273116,,Thermoplasma volcanium GSS1,,,,,,,,,,,
Theyel,Thermodesulfovibrio yellowstonii DSM 11347,289376,cellular organisms,Bacteria,Nitrospirae,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,Thermodesulfovibrio yellowstonii,289376,,Thermodesulfovibrio yellowstonii DSM 11347,,,,,,,,,,,
Thi3as,Thiomonas arsenitoxydans,426114,Burkholderiales genera incertae sedis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas arsenitoxydans,426114,,,,,,,,,,,,,
Thicru,Hydrogenovibrio crunogenus XCL-2,317025,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio crunogenus,317025,,Hydrogenovibrio crunogenus XCL-2,,,,,,,,,,,
Thicyc,Thiomicrospira cyclica ALM1,717773,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,Thiomicrospira cyclica,717773,,Thiomicrospira cyclica ALM1,,,,,,,,,,,
Thiden,Thiobacillus denitrificans ATCC 25259,292415,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans,292415,,Thiobacillus denitrificans ATCC 25259,,,,,,,,,,,
Thimob,Thioflavicoccus mobilis 8321,765912,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus,Thioflavicoccus mobilis,765912,,Thioflavicoccus mobilis 8321,,,,,,,,,,,
Thinit,Thioalkalivibrio nitratireducens DSM 14787,1255043,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio nitratireducens,1255043,,Thioalkalivibrio nitratireducens DSM 14787,,,,,,,,,,,
Thivio,Thiocystis violascens DSM 198,765911,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,Thiocystis violascens,765911,,Thiocystis violascens DSM 198,,,,,,,,,,,
Tismob,Tistrella mobilis KA081020-065,1110502,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,Tistrella mobilis,1110502,,Tistrella mobilis KA081020-065,,,,,,,,,,,
Tolaue,Tolumonas auensis DSM 9187,595494,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,Tolumonas auensis,595494,,Tolumonas auensis DSM 9187,,,,,,,,,,,
Trepal,Treponema pallidum subsp. pallidum str. Nichols,243276,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema pallidum,243276,,Treponema pallidum subsp. pallidum str. Nichols,Treponema pallidum subsp. pallidum,,,,,,,,,,
Trephe,Candidatus Tremblaya phenacola PAVE,1266371,Betaproteobacteria incertae sedis,Bacteria,Proteobacteria,Betaproteobacteria,,,Candidatus Tremblaya,Candidatus Tremblaya phenacola,1266371,,Candidatus Tremblaya phenacola PAVE,,,,,,,,,,,
Triery,Trichodesmium erythraeum IMS101,203124,cellular organisms,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium erythraeum,203124,Cyanobacteria/Melainabacteria group,Trichodesmium erythraeum IMS101,,,,,Oscillatoriophycideae,,,,,,
Trowhi,Tropheryma whipplei str. Twist,203267,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Tropherymataceae,Tropheryma,Tropheryma whipplei,203267,Terrabacteria group,Tropheryma whipplei str. Twist,,,,,,,,,,,
Trurad,Truepera radiovictrix DSM 17093,649638,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Trueperales,Trueperaceae,Truepera,Truepera radiovictrix,649638,Terrabacteria group,Truepera radiovictrix DSM 17093,,,,,,,,,,,
Tsupau,Tsukamurella paurometabola DSM 20162,521096,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella paurometabola,521096,Terrabacteria group,Tsukamurella paurometabola DSM 20162,,,,,,,,,,,
Turpar,Turneriella parva DSM 21527,869212,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Turneriella,Turneriella parva,869212,,Turneriella parva DSM 21527,,,,,,,,,,,
Urepar,Ureaplasma parvum serovar 3 str. ATCC 700970,273119,Ureaplasma parvum serovar 3,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma parvum,273119,Terrabacteria group,Ureaplasma parvum serovar 3 str. ATCC 700970,,,,,,,,,,,
Uzidia,Candidatus Uzinura diaspidicola str. ASNER,1133592,Flavobacteriales incertae sedis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,,Candidatus Uzinura diaspidicola,1133592,Candidatus Uzinura,Candidatus Uzinura diaspidicola str. ASNER,,,,,,,,,,,
Varpar,Variovorax paradoxus B4,1246301,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,1246301,,Variovorax paradoxus B4,,,,,,,,,,,
Veipar,Veillonella parvula DSM 2008,479436,cellular organisms,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,479436,Terrabacteria group,Veillonella parvula DSM 2008,,,,,,,,,,,
Vereis,Verminephrobacter eiseniae EF01-2,391735,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,Verminephrobacter eiseniae,391735,,Verminephrobacter eiseniae EF01-2,,,,,,,,,,,
Vermar,Verrucosispora maris AB-18-032,263358,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora maris,263358,Terrabacteria group,Micromonospora maris AB-18-032,,,,,,,,,,,
Vesoku,Candidatus Vesicomyosocius okutanii HA,412965,Gammaproteobacteria incertae sedis,Bacteria,Proteobacteria,Gammaproteobacteria,,,Candidatus Vesicomyosocius,Candidatus Vesicomyosocius okutanii,412965,sulfur-oxidizing symbionts,,,,,,,,,,,,
Vibcho,Vibrio cholerae O1 biovar El Tor str. N16961,243277,Vibrio cholerae O1 biovar El Tor,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,243277,,Vibrio cholerae O1 biovar El Tor str. N16961,,,,,,,,,,Vibrio cholerae O1,
Vuldis,Vulcanisaeta distributa DSM 14429,572478,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta distributa,572478,TACK group,Vulcanisaeta distributa DSM 14429,,,,,,,,,,,
Wadcho,Waddlia chondrophila WSU 86-1044,716544,cellular organisms,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Waddliaceae,Waddlia,Waddlia chondrophila,716544,PVC group,Waddlia chondrophila WSU 86-1044,,,,,,,,,,,
Weevir,Weeksella virosa DSM 16922,865938,cellular organisms,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Weeksella,Weeksella virosa,865938,Bacteroidetes/Chlorobi group,Weeksella virosa DSM 16922,,,,,,,,,,,
Weikor,Weissella koreensis KACC 15510,1045854,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella koreensis,1045854,Terrabacteria group,Weissella koreensis KACC 15510,,,,,,,,,,,
Wigglo,Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony),1142511,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Wigglesworthia,Wigglesworthia glossinidia,1142511,,,,,,,,,,Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony),,,
Wolcul,Wolbachia endosymbiont of Culex quinquefasciatus Pel,570417,unclassified Wolbachia,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Culex quinquefasciatus,570417,,Wolbachia endosymbiont of Culex quinquefasciatus Pel,,,,,,,,,,,Wolbachieae
Wolsuc,Wolinella succinogenes DSM 1740,273121,cellular organisms,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,273121,,Wolinella succinogenes DSM 1740,,,delta/epsilon subdivisions,,,,,,,,
Wolwri,Wolbachia sp. wRi,66084,unclassified Wolbachia,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia sp. wRi,66084,,,,,,,,,,,,,Wolbachieae
Xanaut,Xanthobacter autotrophicus Py2,78245,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter,Xanthobacter autotrophicus,78245,,Xanthobacter autotrophicus Py2,,,,,,,,,,,
Xanory,Xanthomonas oryzae pv. oryzae PXO99A,360094,Xanthomonas oryzae pv. oryzae,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas oryzae,360094,,Xanthomonas oryzae pv. oryzae PXO99A,,,,,,,,,,,
Xennem,Xenorhabdus nematophila ATCC 19061,406817,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus nematophila,406817,,Xenorhabdus nematophila ATCC 19061,,,,,,,,,,,
Xylcel,Xylanimonas cellulosilytica DSM 15894,446471,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Xylanimonas,Xylanimonas cellulosilytica,446471,Terrabacteria group,Xylanimonas cellulosilytica DSM 15894,,,,,,,,,,,
Xylfas,Xylella fastidiosa 9a5c,160492,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa,160492,,Xylella fastidiosa 9a5c,,,,,,,,,,,
Yerpes,Yersinia pestis CO92,214092,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,214092,,Yersinia pestis CO92,,Yersinia pseudotuberculosis complex,,,,,,,,,
Zinins,Candidatus Zinderia insecticola CARI,871271,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Candidatus Zinderia,Candidatus Zinderia insecticola,871271,,Candidatus Zinderia insecticola CARI,,,,,,,,,,,
Zobgal,Zobellia galactanivorans,63186,cellular organisms,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia,Zobellia galactanivorans,63186,Bacteroidetes/Chlorobi group,,,,,,,,,,,,
Zunpro,Zunongwangia profunda SM-A87,655815,cellular organisms,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,Zunongwangia profunda,655815,Bacteroidetes/Chlorobi group,Zunongwangia profunda SM-A87,,,,,,,,,,,
Zymmob,Zymomonas mobilis subsp. mobilis NCIMB 11163,622759,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis,622759,,Zymomonas mobilis subsp. mobilis NCIMB 11163,Zymomonas mobilis subsp. mobilis,,,,,,,,,,
